"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 08 16:58:40 UTC 2025","Fri Aug 08 16:58:40 UTC 2025","0","tests.unit.measurement_set","test_processing_set_xdt","TestProcessingSetXdtErrors","","","test_get_max_dims_empty","Test that get_max_dims raises an exception on empty DataTree"
"passed","Fri Aug 08 16:58:26 UTC 2025","Fri Aug 08 16:58:26 UTC 2025","1","tests.unit.measurement_set._utils._msv2","test_conversion","","","","test_mem_chunksize_to_dict[pseudo_xds0-main-expected_chunksize0-expected_error0]",""
"passed","Fri Aug 08 16:58:15 UTC 2025","Fri Aug 08 16:58:16 UTC 2025","261","tests.unit.image","test_image","casa_image_to_xds_test","","","test_uv_image",""
"passed","Fri Aug 08 16:59:29 UTC 2025","Fri Aug 08 16:59:29 UTC 2025","0","tests.unit.schema","test_schema","","","","test_check_dict_optional",""
"passed","Fri Aug 08 16:58:23 UTC 2025","Fri Aug 08 16:58:23 UTC 2025","1","tests.unit.image","test_image","make_empty_lmuv_image_tests","","","test_l_m_coord",""
"passed","Fri Aug 08 16:58:23 UTC 2025","Fri Aug 08 16:58:23 UTC 2025","0","tests.unit.image","test_image","make_empty_sky_image_tests","","","test_time_coord",""
"passed","Fri Aug 08 16:51:30 UTC 2025","Fri Aug 08 16:52:55 UTC 2025","85206","tests.stakeholder","test_measure_set_stakeholder","","","","test_sd_A002_X1015532_X1926f",""
"passed","Fri Aug 08 16:58:24 UTC 2025","Fri Aug 08 16:58:24 UTC 2025","0","tests.unit.measurement_set._utils._msv2._tables","test_read","","","","test_convert_mjd_time[times2-expected_result2]",""
"passed","Fri Aug 08 16:59:29 UTC 2025","Fri Aug 08 16:59:29 UTC 2025","0","tests.unit.schema","test_schema","","","","test_check_dict_typ",""
"passed","Fri Aug 08 16:58:24 UTC 2025","Fri Aug 08 16:58:24 UTC 2025","1","tests.unit.measurement_set._utils._msv2._tables","test_read","","","","test_find_projected_min_max_array[in_min_max9-in_array9-expected_result9]",""
"passed","Fri Aug 08 16:58:15 UTC 2025","Fri Aug 08 16:58:15 UTC 2025","415","tests.unit.image","test_image","casa_image_to_xds_test","","","test_get_img_ds_block",""
"passed","Fri Aug 08 16:58:27 UTC 2025","Fri Aug 08 16:58:27 UTC 2025","27","tests.unit.measurement_set._utils._msv2","test_create_antenna_xds","","","","test_create_antenna_xds_minimal",""
"passed","Fri Aug 08 16:58:27 UTC 2025","Fri Aug 08 16:58:27 UTC 2025","23","tests.unit.measurement_set._utils._msv2","test_create_field_and_source_xds","","","","test_create_field_and_source_xds_misbehaved",""
"passed","Fri Aug 08 16:59:29 UTC 2025","Fri Aug 08 16:59:29 UTC 2025","1","tests.unit.schema","test_schema","","","","test_check_dataset_wrong_dim_order",""
"passed","Fri Aug 08 16:58:25 UTC 2025","Fri Aug 08 16:58:25 UTC 2025","2","tests.unit.measurement_set._utils._msv2._tables","test_read","","","","test_load_generic_cols_spw",""
"passed","Fri Aug 08 16:58:24 UTC 2025","Fri Aug 08 16:58:24 UTC 2025","0","tests.unit.measurement_set._utils._msv2._tables","test_read","","","","test_convert_casacore_time[times5-False-expected_result5]",""
"passed","Fri Aug 08 16:58:20 UTC 2025","Fri Aug 08 16:58:20 UTC 2025","171","tests.unit.image","test_image","xds_to_zarr_to_xds_test","","","test_beam",""
"passed","Fri Aug 08 16:59:29 UTC 2025","Fri Aug 08 16:59:29 UTC 2025","1","tests.unit.schema","test_schema","","","","test_check_dict_constructor",""
"passed","Fri Aug 08 16:58:40 UTC 2025","Fri Aug 08 16:58:40 UTC 2025","1","tests.unit.measurement_set","test_measurement_set_xdt","","","","test_get_field_and_source_xds_with_group",""
"passed","Fri Aug 08 16:58:26 UTC 2025","Fri Aug 08 16:58:26 UTC 2025","0","tests.unit.measurement_set._utils._msv2","test_conversion","","","","test_mem_chunksize_to_dict_main_balanced[0.05-dim_sizes3-expected_chunksize3]",""
"passed","Fri Aug 08 16:58:27 UTC 2025","Fri Aug 08 16:58:27 UTC 2025","6","tests.unit.measurement_set._utils._msv2","test_msv4_sub_xdss","","","","test_rename_and_interpolate_to_time_with_syscal_none_time",""
"passed","Fri Aug 08 16:58:26 UTC 2025","Fri Aug 08 16:58:26 UTC 2025","0","tests.unit.measurement_set._utils._msv2","test_conversion","","","","test_check_chunksize[chunksize3-pointing-expectation3]",""
"passed","Fri Aug 08 16:58:40 UTC 2025","Fri Aug 08 16:58:40 UTC 2025","0","tests.unit.measurement_set","test_processing_set_xdt","TestProcessingSetXdtErrors","","","test_get_freq_axis_empty","Test that get_freq_axis raises an exception on empty DataTree"
"passed","Fri Aug 08 16:59:29 UTC 2025","Fri Aug 08 16:59:29 UTC 2025","0","tests.unit.schema","test_schema","","","","test_check_array",""
"passed","Fri Aug 08 16:58:24 UTC 2025","Fri Aug 08 16:58:24 UTC 2025","0","tests.unit.measurement_set._utils._msv2._tables","test_read","","","","test_convert_casacore_time[times7-False-expected_result7]",""
"passed","Fri Aug 08 16:58:23 UTC 2025","Fri Aug 08 16:58:23 UTC 2025","1","tests.unit.image","test_image","make_empty_lmuv_image_tests","","","test_vel_coord",""
"passed","Fri Aug 08 16:58:25 UTC 2025","Fri Aug 08 16:58:26 UTC 2025","704","tests.unit.measurement_set._utils._msv2","test_conversion","","","","test_convert_and_write_partition_custom[ms_custom_spec0]",""
